[2025-04-28 12:33:58] info: 	z2m: Logging to console, file (filename: log.log)
[2025-04-28 16:16:06] error: 	zh:controller:device: Read response to 0xa4c1381d20404553 failed (ZCL command 0xa4c1381d20404553/1 genTime.readRsp({"localTime":799172125}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"srcEndpoint":1,"reservedBits":0,"transactionSequenceNumber":19,"writeUndiv":false}) failed (Data request failed with error: 'No network route' (205)))
[2025-04-28 16:17:14] error: 	zh:controller: Interview failed for '0xa4c1381d20404553 with error 'Error: Interview failed because can not get node descriptor ('0xa4c1381d20404553')'
[2025-04-28 16:17:14] error: 	z2m: Failed to interview '0xa4c1381d20404553', device has not successfully been paired
[2025-04-28 16:17:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/log', payload '{"message":"interview_failed","meta":{"friendly_name":"0xa4c1381d20404553"},"type":"pairing"}'
[2025-04-28 16:17:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0xa4c1381d20404553","ieee_address":"0xa4c1381d20404553","status":"failed"},"type":"device_interview"}'
[2025-04-29 02:14:07] info: 	z2m: Connected to MQTT server
[2025-04-29 02:14:07] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload 'online'
[2025-04-29 03:38:17] error: 	zh:controller:device: Read response to 0xa4c138a342088798 failed (ZCL command 0xa4c138a342088798/1 genTime.readRsp({"localTime":799213076}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"srcEndpoint":1,"reservedBits":0,"transactionSequenceNumber":89,"writeUndiv":false}) failed (Data request failed with error: 'No network route' (205)))
[2025-04-29 20:56:05] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-30 20:56:05] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-05-01 20:56:04] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-05-02 20:56:04] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-05-03 20:56:04] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-05-04 20:56:04] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
